ending,frequency
किला,1
उतारा,7
लाया,1
खारिज,1
चली,26
चाहूंगा,4
लगाए,43
निकलीं,3
देगा,67
लिए,74
युद्ध,1
सोचिए,2
आप..,1
चाहता,17
घसीटा,1
दिखाई,13
चलेंगे,8
पूछा,19
कैफ,1
रुको..,1
गईं,116
आएगी,51
पिटी,2
कीं,14
हटो,1
खाइए,2
पाएगी,19
निकले,30
ध्यान..,2
है..,52
ट्रेकिंग,1
पीएं,1
बचें,15
देखकर,1
होंगी,81
बचाएगा,1
हों,61
दिखा,22
पर,27
स्टेशन,1
मंगवाएंगे,1
कराएगी,7
सुविधा,1
लगेंगी,2
स्ट्राइक,2
वी,8
तरफ,4
मिले,97
मुलाकात,4
पहुंचेंगे,13
पहुंची,77
रुकेंगे,4
मां,1
दोहराई,4
पहनी,2
देती,8
आता,13
बनाया,65
बुरा,1
कराई,43
दबोचा,14
सुनी,18
बचाएगी,3
मचाया,8
लें,111
जाते,22
मुसलमान,4
सुना,6
गुंडागर्दी,1
आएंगे,185
वोट,7
निभाऊंगा,1
वाली,2
पाएंगे,76
कनेक्शन,2
पहुंचे,182
पहुँचे,1
बहनों,1
फूटा,1
सब,1
में,90
तौबा,1
देखो,3
हम,2
ये,4
सुनिए,1
बैठे,15
हमें,1
का,62
लगीं,18
आती,15
पाएंगी,6
कुर्सियां,2
होता,65
पापा,2
दिखाएं,9
दिखाए,12
कहा,112
दिखाया,29
सावधान,1
सुनोगे...,2
नटखट,1
कबूली,3
कहानी...,2
सीएम,1
गुजरात,1
दें,145
सकेंगे,74
कैद,3
जन्मदिन,1
लगाते,2
वजह..,4
बताऊंगा,3
लगाया,70
बिकेगी,3
सौंपा,13
गैंगरेप,2
पाईं,10
कराये,1
चाहते,20
भी,66
आर.पी,3
भेजा,11
ले,23
घुसे,4
भरेंगे,3
सस्ती,1
दीं,35
ओर,3
पाई,52
विपक्षी,1
शिलान्यास,1
सम्मान,1
जिम्मा,1
बदला,7
खत्म,3
जायेगा,17
लेगा,24
दे,30
मांगेंगे,2
चलेगी,18
लेगी,19
भरवाएगी,1
बताए,9
हैैं,2
रची,9
चलाएंगे,4
पाती,6
देता,16
मारी,9
सकेगा,50
भागीदारी,1
गयाहै,1
हैं..,32
दिखाऊं,1
प्रो,12
तभी,1
तिवारी,1
क्या,31
देखे,6
चलना,2
बनाएगी,18
उठाएगी,12
यूएसए,1
रखेंगे,20
डालेगा,5
दिए,131
सुनीं,2
फेंकना,1
बदलेगी,2
को,18
करता,25
चले,5
सुन,1
डन,1
बाद,6
आप,4
लूंगा,7
एन,11
कराएं,7
मांगते,1
भिजवाया,8
बनाई,24
दिखे,38
दीजिए,28
दिखेगा,8
शुक्रिया,11
पूजा..,1
हैं...,2
लगाएं,30
खाएं,6
मानेगी,1
दोहराया,7
भूले,1
बोल..,1
समय,1
होती,30
वजूद,1
करते,35
पाक,1
बिरयानी,1
बंद..,1
रहा..,1
पहुंचीं,22
माना,11
आये,4
निपटे,1
लगाएगी,4
अनिवार्य,1
रचाई,3
बनी,17
चलाया,6
चलाईं,4
मारा,29
करती,9
लौटाएगा,1
फोन,4
चलेंगी,1
मनाएगा,3
मिलेंगे,34
खेलूंगा,2
करोगी,1
मनाया,16
महत्व,1
क्यों..,1
बनाएं,4
जलाएं,3
लौटे,10
सकेगी,27
चाहूंगी,6
बताऊंगी,1
चाहतीं,6
कैसे,6
सका,50
घूरा,1
लिखा,12
सौंपी,9
उठाएगा,3
लिखे,2
खास..,1
लागू..,1
बस,5
डालिए,3
के,52
सोचें,5
बनाइए,2
जनाब,1
क्यों,17
लिखें,2
चलाइए,1
समस्या,1
गए..,1
स्ट्रेस,1
सोचते,3
जाओ,6
सुलझती,1
रहकर,1
जमीन,2
लगता,5
आते,9
देखें,16
लो,5
अवंतिका,1
देखेगी,3
हूँ,5
व्यक्तित्व,1
जीत,1
होते,25
मौका,2
रहना,3
डालें,9
सहेजें,1
में..,11
व्रत,2
चुनी,2
बताएं,10
भिंडर,1
धरदबोचा,6
बताएगा,4
ऐ.के,1
बातें..,16
जाइए,5
छुआ,7
पहुंचा,39
उठा,16
फंसाया,2
धुना,1
सराहा,3
बनते,1
जुटाई,2
हराया,25
बताएंगे,11
थकेंगे,1
असर..,1
पोती,2
खिलाएगी,2
उठता,4
चयन,1
रहेगी,71
अंश..,2
वहां,2
गये,21
करना,13
दौरान,4
पुकारा,1
बोले,5
मानते,8
जी,12
मांगा,9
जरूरी,2
मसाले..,1
मजबूती..,1
काम,7
काम..,1
चाहेगा,6
जीते,15
पाएंगे..,2
अभिव्यक्ति,1
कहानी,7
विस्तार,1
लगाई,26
दिलाई,12
कहते,2
रुकवाया,1
धमकाया,2
ड्रेस,2
बनेंगी,7
जताया,20
समर्थक,3
फूंका..,1
गुटबाजी,1
उतरेंगे,9
समझना,1
उतरेगा,2
खबरें,10
सुनाएगी,3
जे,11
खल्लास,1
गिराया,44
जाएगा..,1
पाएगा,29
रात,1
देना,9
बनाना,3
ड्रामा,1
पहुंचाए,2
बताई,45
लाए,3
डिगा,1
दूसरी,3
सौंपेंगी,1
रखेगा,7
अपुष्ट,1
गाया,4
बनती,4
जानते,4
हंसता,1
नाम,5
ईयर,1
आजमायी,1
बनाएंगे,16
खतरा,2
धमकी,2
है.,8
उलझना,1
जिताएगी,1
खींचे,3
लगवाई,1
मिलता,9
हिंद..,1
रहिए,3
महाभारत,1
जानेगा,1
देखा,31
लेकर..,1
खात्मा,1
मिल,1
डर,5
संभालो,1
करता..,1
गिनाईं,1
लाएगा,4
हो..,2
पहुंचें,2
पानी,3
उठेंगी,1
नमक,1
गयी,24
फेल,1
लाई,4
प्रहरी,1
विक्रमादित्य,1
बिताएंगे,4
देखेंगे,15
गिरा,7
बुलाया,34
दिखीं,16
होगी.,1
लो..,2
करार,3
बहेगा,1
बदले,6
निकालेंगे,1
फंसाए,2
राम,4
जीतेंगे,5
झिझक,1
थरे,1
अंश,5
पीएम,6
पहुंचेगी,9
कानून,1
मंजूरी,1
सिंह,11
जीडीपी,1
फहराया,2
लायेगी,1
समझे,2
चला,29
चाहती,13
खुलवाएं,1
आपकी,1
ठहराया,18
खोलेगी,1
बचता,1
नसबंदी,1
कौन,13
और,6
भागे,5
भागना,1
ठानी,6
अपनाएंगे,1
द,23
सकी,51
उन्होंने..,1
दिखाएगा,3
लाएगी,10
मान्यता..,1
आएं,11
वीडियो,3
गर्व,1
दिशा,1
प्रोजेक्ट,1
विभाग,1
मुख्यमंत्री,1
बचत,1
दिखेंगी,18
शो..,1
खोया,2
श्रद्धांजलि,1
रेंगी,1
भेजी,3
लिखूंगा,1
तो,6
सोचे,2
वजहें..,5
सकतीं,4
दरार,1
बनायेंगे,1
रखूंगा,2
रखता,1
वजह,9
कमाया,3
जीता,16
करें..,7
ब्रोज,2
समझाया,6
गुजरेगा,4
रखेगी,7
मिलियन,1
खुलासा,1
पहुंचाई,8
स्वीकारी,1
निकला,28
भूलीं,1
खेली,10
खेले,3
बुलाई,8
सुनेगी,2
बोलेंगे,6
सरकार,5
सुनाई,30
लहराया,5
पूछे,9
लपका,3
शुक्ला,2
मैरिज,1
लिखी,8
बुलाएंगे,1
असर,4
पहुंचा..,1
इंडेक्स,1
जाये,5
उभरी,2
इशिता..,1
आरोपी,2
सुनाएगा,6
शुल्क,1
मांगें,6
घेरा,10
हटाएं,2
...,3
निभाई,13
कुमार,4
आएंगीं,2
आपने,3
बनेगी,17
ली..,1
छापी,1
लौटेंगे,5
खेला,8
पायी,2
कल्लूरी,1
एस.आर.पी,3
दुश्मन,2
रे,3
लगाएगा,2
गलत,2
लहराए,2
सिखाया,2
भगाया,1
दूंगा,15
मुबारक,4
रखिएगा,3
आश्चर्य,1
झिझकते,2
रचीं,1
शोर..,1
शोर,1
.,29
कम..,1
फायदे..,1
पानी..,1
दिलाएगा,2
दर्द,5
चलीं,4
चलाई,11
आतंकी,4
निपटेगी,1
निकलेगा,4
चाहिएं,1
चुना,21
जिये,1
बेबी,2
कमिश्नर...,1
लुक,7
खुश,1
देखी,15
लिखेगी,2
खोलीं,1
थिरके,2
जिम्मेदार..,1
लें..,1
खुला,11
पहुंचाएगा,3
बचेंगे,4
जानी,1
भूलें,9
परोसा,3
धमका,3
सजी,1
गिरी,13
डी,3
करो,15
पैसा,3
लाएंगे,4
करवाया,18
एन.वी,1
सकूं,4
नागपंचमी..,1
देरी,1
पाकिस्तान,2
रवाना,2
संदेश,5
शुरू,3
आदेश,3
बी.के,4
आसान,1
खेमका,1
रुकी,2
समझा,5
हां,5
वर्ष,1
हटेंगे,2
पहुंचता,1
चलाए,3
काटे,4
झटके,3
जमाया,6
देश,1
बालन,2
बटोरना,1
लेता,3
बुलाऊंगा,1
छात्र,2
चाहेंगे,11
उठे,10
आपको,1
गिफ्ट,1
करूंगी,7
होम,1
निकलतीं,1
बात,5
पीछे,6
दयाल,2
चिरंतन,1
जाती,15
ठहरते,1
सौंपेंगे,6
कहलाया,2
खोली,4
मस्तान,2
ए,21
कविताएं,1
था..,4
थी..,5
कराए,5
बना,12
लिमिटेड,1
यूनिट,2
लि,5
बहन..,1
निभाएंगी,4
निभाएंगे,13
ठाकरे,1
अपनाया,4
एम.जी,1
रु,45
बांटे,1
रखना,3
ई.के,1
जाऊं,3
अपना,1
मारे,4
भागा,8
घाघरा,1
सूझा,2
सजा,3
समझी,2
देखते,1
बताएगी,3
बदलेंगी,1
उठाएं,4
कराया,45
बताकर,1
वी.एन,1
ए.पी.जे,1
फुटेज,1
भारतम,1
करोगे,3
करूं,7
बनाऊंगा,2
मांगे,3
फेंका,7
अहम,1
छोडूंगा,1
देते,15
जीतीं,4
खोले..,1
सोचता,1
मिलती,5
सीखी,3
बोलिए,2
खबरें..,3
काजोल,1
उपाय,4
आदि,7
भागेगी,1
मचाएगा,1
ढाएगा,1
अधिकार,1
उठाई,9
वाले,3
जनवरी,1
सौदागर,1
घूमो,1
प्लाईवाले,1
भागेंगे,1
कभी,2
बेचीं,1
दुकान,1
हिट,1
खेलते,1
रुके,6
पता,12
होऊंगा,1
छपती,1
दिया..,1
इंटरव्यू,3
केजरीवाल,1
करतीं,10
उम्मीदवार,2
कैमियो,1
झलक,2
बेस्ट,1
झुकाए,1
दूंगी,4
वाला,14
बनाउंगी,1
खेलूंगी,1
डालेंगी,1
मिलाएंगे,1
दिये,3
सलाम,3
खटखटाया,5
लौटाएंगे,1
तराशा,1
ए.के,8
हिस्सा,2
लालसा,1
छूटा,1
घूमता,1
जागेंगे,1
दोस्ती,1
खुले,1
पांडे,1
सच्चाई,2
टपकते,1
उतरे,9
मारो,3
ई.एल,3
काटा,5
अंग्रेजीदां,1
साल,4
सफर,5
डी.एच,1
हा,1
बधाई,9
सीट,3
बनीं,3
बी.एड,2
बांटें,1
प्लीज..,2
बुलाऊं,2
बुलाओ,2
मी,3
गुजरा,2
नजर,3
राशिफल,1
एल,3
सी,2
शाह,1
है...,3
यार,1
वरुण,1
ट्वीट,2
चांस,1
थमाया,2
सफलता,2
यश,1
सोएं,2
भागी,3
रिलीज,3
होइएगा,1
लगेंगे,15
खैर..,1
बनता,1
गिरेगा,1
कदम..,1
लगाएंगे,8
कार्ड,2
लूंगी,5
बगदादी,1
कुछ,2
उठाएंगे,9
घेरेगी,1
किताब,2
लौटेगी,3
पहनाया,1
कैजुअल,2
सूट,1
जोगिन्दर,1
बिल्कुल,2
उगाओ,1
खाता,1
मारेगा,2
पूरी,2
मांगी,13
उठी,7
बनाएंगी,3
होत,1
जायेंगी,2
जाएंगे.,1
कांग्रेस,2
जागरुकता,1
टेका,2
बालकृष्णन,1
काबिलियत,1
नायर,1
होतीं,2
लगती,5
डालें.,1
खुलेगी,1
जायें,2
डी.पी,2
बोलो,2
तो.,1
बच्चे,1
पाएं,8
पाठक,2
सा.रे.गा.म.पा,1
धोखा,2
रुपये,10
के.सी,2
के.जी,1
रोल,2
लाएं,4
शूटिंग..,2
गरीब,1
पकती,1
दीजिये,1
समाचार,2
हराना,1
मंगल..,1
खुराना,1
मिटाएंगे,1
चाहा,2
छुटकारा,1
संभाला,9
भरी,9
मानता,5
बी,4
डूबा,1
लीटर,6
मस्ती,1
बिताया,8
खेती,1
करवाएं,3
तरीके,3
संभालेंगे,10
हुआ..,4
हाल,4
खबर..,5
माधव,1
नमस्कार....,1
झुकना,1
बीच,3
तोहफा,1
डरूंगा,1
हारी,1
निभाए,2
बचाएंगे,1
उठाओ,2
हटाया,3
साजिश,1
भेजेगा,3
भेजते,2
राज,7
पुराना,2
मिलेंगी,4
तवज्जो,1
पार्टियां,1
रोकी,5
केकेआर,1
आर.पी.एन,3
जोनस,1
इसलिए..,1
आग,1
छुट्टी,2
छात्रा,1
गांव,1
दरिया,1
खौफ,1
फैली,1
जगाए,1
तरीके..,1
कर,6
जुटे,1
देखिए,9
किलोमीटर,1
ई,3
निवेश,1
बी.आर,13
का..,1
सुनाया,17
पाता,11
बोलते,3
दिलाएं,3
आजमाएंगे,1
डालेगी,2
बचाएं,1
टिकी,2
करके,2
जंग,1
बेहतर,2
कमीशन,1
करवाएगा,3
खुर्शीद,1
लटकाएगा,1
जेल,1
अपील,1
इलमी,1
रहो,4
बार,1
होइए,1
सेकुलर,1
करेगें,1
वी.डी,1
धन्यवाद,4
बी.एम,1
एल.सी,1
वेदांत,2
बाटूं,1
बनाओगी,1
बर्थडे,1
अजान,1
शर्मनाक,1
माने,2
टोका,1
शो,1
लूं,2
सुनाएंगे,3
सुनाईए,1
उठें,1
रखे,7
मांगेगी,3
घृणित,1
बाहुबली,1
संसार,1
किस्से,1
हटती,1
जौहर,1
एन्ट्री,1
सिखाएंगी,1
उछालें,1
हंस,1
बंधती,1
मानसिक,1
रहती,2
जाएंगीं,1
यहां..,3
चाहेंगी,7
पिलाई,4
पूछी,2
भेजें,5
थीं..,2
राजस्व,1
वसूला,2
सकीं,4
मौका..,1
सौंपेगी,2
रहनुमा,1
जाय,3
मंगवाया,1
एक्सरसाइज..,1
लगेगा..,1
साधे,1
कैसा,1
जरूरत,3
पहुंचाएं,2
कटौती,2
उठाये,2
परेशान,1
रघु,1
ठाकोर,1
निभाएगी,1
आर.के.एस,1
पातीं,3
पाऊंगी,3
बांटी,2
खुलीं,1
कपूर,6
एच.एन,2
मनाएं,2
नहीं..,2
जाना,5
सुनें,3
आना,3
भाभी,1
टंडन,1
कहानी..,2
बैठेंगी,1
बटाओ,1
फूड,1
शैतान,1
वहशी,1
उठाता,1
बीजेपी,2
मंत्री,4
उनको,1
बजाया,1
मिलवाया,4
खान,12
जानता,7
अत्रे,1
सीखें,2
स्वीकारा,2
के.वी,8
सी.पी,1
कलामसेरी,1
ए.एन,1
रखते,2
हर्बल,1
रखीं,4
बंदरबांट,1
करिए,4
करिये,1
चाटा,1
बरतें,1
दिखाएंगे,2
योगदान,1
बचाया,8
हटी,1
गंवाई,4
शुरुआत,4
अभिनंदन,1
दोआब,2
सलाह,1
दिलाया,8
निकालें,1
चलते,3
बैठेंगे,2
जलाएंगे,1
गिनाएंगे,1
कटुता,2
कहलाएंगे,1
घूमेंगे,1
खाई,2
नेंगरू,1
बिछाया,3
सुलझी,1
दबाव,1
साधन,2
गणेश..,1
खुलेंगे,2
डालेंगे,5
आर.एस,1
फटकारा,1
गली,1
हाथ,2
रुकेगी,4
क्या..,2
हूं..,2
हंसाया,2
उतारे,2
जांचा,1
मिलेगा..,2
लगाओ,2
फायदे,4
प्रदूषण,1
हनीप्रीत,1
शुन,1
आजादी,1
माणिक्य,1
दिलाएंगे,5
शहंशाह,1
अंदाज,4
ढींगरा,1
नही,3
निपटाएंगी,1
पिटीशन,1
बचा,4
सोचती,1
सीखना,1
बनाईं,2
राणा,1
टास्क,1
रुपये..,2
प्लेसमेंट,1
वजीफा..,1
पादुकोण,1
पहुंचेंगी,1
गोल्ड,1
बजट,4
सवाल,2
जानिए..,2
थमा,3
सौरभ,1
आरसी,1
रूपाणी,2
पहनें,3
सौपेंगी,1
वो,4
निकलेंगे,1
ट्वीट..,1
लिंगरी,1
मानी,6
लेना,4
लिये,2
किमी,5
बनवाए,1
चुप,1
बोलें,4
हिदायत,1
सफलता..,1
सीक्रेट्स..,1
रहते,4
शांत,1
बजी,1
डी.बी,1
अध्याय,1
जरिए,1
उतरेगी,4
निपटें,2
देकर,1
पहचाने,1
पाएंगीं,1
सकेंगी,5
पटेल,1
टिरिपानो,1
घुसता,1
नेता,3
सदुपयोग..,1
पाना,1
मिनट,1
वसूलती,2
नाम.,1
सुधारा,1
गोद,1
गाना.,1
सामने,2
समझें,3
लगाना,2
मिलना,3
एकाउंट,1
मिसेज,1
मत,1
दीपिका,3
कपल,1
इंकार..,1
लूट,1
चोरी,2
खरीदा,5
आर.के,2
नाकामी,1
दिखता,4
लेख,2
उधर,2
यूनाइटेड,1
खली,1
सेलिब्रेशन,1
हाथी,3
सीबीएसई,1
डिटेल..,1
गाज,2
जलाया,5
भरेगा,5
मानेंगे,1
कंघी,1
करवाए,5
रास्ते,1
चिन्ह,1
उतरें,1
दिखें,3
फिल्म,2
जामुन,1
जगह,1
बाहर,3
घोषणा,1
कयास,1
बोहरा,1
जादू,1
फैलेगी,2
जिम्मेदार,1
रहे.,1
करने,2
बुलाने,1
अलग,5
जाना..,2
अंग्रेजी,1
होगे,2
पैर,1
लोग,3
रहस्यमयी,1
दावे,2
जगाया,3
सबको,1
काटूंगी,1
शादी,5
होली,2
चेक,2
रूकी,2
लेकिन..,2
दिलवाएगा,1
बैंक,1
जहालत,1
आबादी,1
करवाएंगे,3
ते,1
त,1
चाहए,2
बनवाएंगे,2
उसमें,2
गिनाएगी,2
पायरेसी,1
उम्मीदें..,1
समझेगा,1
होगें,5
पूछा..,1
मोदी,1
सुनते,1
रैप,2
तो..,3
मैंने,3
बैग.,1
कहलाउंगी,1
पकाया,1
पाती..,1
पुलिस,2
उबालें,1
पहुचेंगे,1
हु,1
गाएंगे,4
तरीका,2
रहूंगी,4
आओगे,1
थैंक्यू,1
गगई,1
आऊंगा,2
जिएंगे,1
फीस,1
जताएं,1
देखता,2
थामा,1
बिखेरें,1
पहुंचते,1
उतारी,1
कहूंगी,1
मछुआरे,1
सकता..,1
खिला,2
पिएं,4
थकेगा,1
थकाइए,1
देतीं,4
कराएंगे,8
हंगे,1
आकृति..,1
मरौदा,1
पैम्फलेट,1
खाया,5
खाईं,1
सट्टा,1
बुलवाया,2
लगें,4
तक,3
गुजरी,5
घर,2
रूबी,1
फूंका,1
पंगा,2
रिव्यू,1
रखेंगी,2
पहुंचाइए,2
मारीं,3
जवाब,4
जी.ए,1
चेहरा,2
कहीं,9
लीं,4
निकलें,3
कसा,6
हटाएंगी,1
सुनाए,3
पाकिस्तान..,1
हेलो,1
कमाई,6
मिलने,1
चलो,1
रोई,1
पहनाएगा,1
पहनिए,1
विश्वास,2
भेजेगी,2
खरीदेगा,1
रिश्तेदार,1
होना,6
डोभाल,1
संभालेगा,4
सुने,1
नारे,1
घोषित,1
नोबेल..,1
सीन,3
कर्मचारी,1
रुकती,2
लायें,1
जायेगी,2
बनवाया,3
मुश्किल,2
मिलाया,1
खरीदी,3
रूकेंगे,1
चुनाव,3
बठेगा..,1
फायदा,4
भला,1
रिझाएंगे,1
बैठेगी,3
बनें,5
टी,3
सच,2
युक्त,1
दुरूह,1
परोसती,1
डालीं,2
पी.आर,1
मानेगा,1
भेजे,3
उभरे,2
बांधी,3
हर,1
सूची,1
प्रज्ञा,1
खिलाफ,3
चांस..,1
जाएंगे..,1
मायूसी,1
फजल,1
आरोप,4
गवाह,1
लहराएं,1
मानो,2
लेते,6
कहूं,2
बिजली,1
अपनाई,2
रखो,3
रचाएंगे,3
बनाता,1
झेली,2
डायरी,1
रोकें,2
उतरी,2
बची,1
जाइए.,1
कहलायेंगे,1
जाइये,1
जतायी,2
कहता,1
अब,1
मिलें,5
लेगें,2
सम्भाली,1
हटवाएं,1
हटाइए,1
सर,3
कारण..,1
सीखेंगे,1
खेलेगा,2
खेलेंगी,1
पाओ,1
लाठीचार्ज,1
आत्महत्या,1
झुकेगी,1
भरा,1
निकाले,1
मजा,1
मा,1
बदलवाएंगे,1
खिंचवाएंगी,1
जएगा,1
एंट्री,4
तृशनीत..,1
टकराएंगी,1
चुराएंगी,1
जरूर,1
धोए,2
धोई,1
गुजारे,2
रुका,1
लौटा,2
मदद,2
हिरानी,2
टलेगी,1
चलाएगा,3
मुकदमा,1
बी.ए,2
बीएड,1
खिंचवाउं,1
बांधा,4
घूमे,1
उतरेंगी,4
जीती,4
नदारद,1
माएगा,2
फिल्म..,1
कराइए,1
गुस्सा,2
हैट्रिक,1
सुनाईं,1
पंजाबी,1
मीडिया,2
भूलता,1
हटते,2
कहे,2
घसीटेंगे,1
ठहरा,2
इलाज..,1
फैसला,3
तस्वीर,1
यहां,1
जीतेगा,3
झंडा,1
मायने,1
जाओगे,2
बैठूंगा,2
कहां,1
पहुंचायेंगे,1
यात्रा,1
आयीं,1
जिंदाबाद,1
सोचेंगे,4
पश्चिम,1
अंकल,1
बंधेंगी,2
शतरंज,1
धमकाना,1
खुशखबरी,1
तक..,1
अंदर,2
मुफ्त,1
सीरियल,1
दबाया,2
ऊपर,2
फुसफुसाया,1
बताएंगे..,1
करुंगा,2
शेख,1
एस.एस,3
ए.बी.ए,1
चौधरी,1
हारे,2
लगाऊं,1
निकलते,3
खेलेंगे,3
प्लानिंग,1
परफेक्ट,1
मोटापा,1
छुए,5
किंगमेकर,1
भाई,1
दिखेंगे..,1
उकसाएंगे,1
लगवाया,1
घुमाया,2
ले.क,1
मिलते,2
चमकेगी,1
टिप्स..,2
भेजती,2
चलाएगी,1
दीजिए.,1
खोदी,1
डा,12
कहेगा,1
दावेदारी,1
जागीर,1
समझती,2
धोएं,6
प्लान,3
इत्यादि,1
सर्वे,1
ओ.पी,3
गैंग,1
डालना,1
अन्य,1
केस,1
तिमाहियां,1
जी.एस,1
साजिशकर्ता,1
जुटाया,1
दिलवाई,5
करीबी,1
फैलाया,1
शामिल..,1
ये..,2
निपटेगा,1
मनाएंगे,6
ठग्स..,2
उतरीं,2
नं,3
सिखाएंगे,1
एम.एस,4
कमाल,1
इंडिया,2
दिखते,3
चलें,3
अपनाएंगी,1
दोनों,1
पूछेंगी,1
सिखाएं,2
विरोधी,1
पहने,2
पा,2
घटाएगी,1
खोला,3
मंत्रालय,2
खाक,1
सबूत,2
फाइलें,1
विवाद,2
लापरवाही,1
दिखाएगी,2
शिकार,1
बीते,2
थे.,2
बदलो..,1
बदलो,1
विकास,5
टटोला,2
होगा..,5
अरे,1
ठहाराया,1
खंगाली,1
दीदी,1
रेड,2
धमाकेदार,1
फंसेगा,1
खिलाना,2
फँसेगा,1
वजहें,1
फेंके,3
भाषण,1
ढेर,2
टूटे,1
बैन,1
बिखेरेंगी,1
मारेंगे,4
लौटी,5
शोषण,1
जैसी,1
कम,1
कि..,3
पंहुचा,3
निभाया,4
सुलझाया,1
ठहरेगी,1
राममंदिर,2
भारी,4
दम,1
दिल,2
गंगे,1
सोनू,2
मैप,1
असरदार,1
मकान,1
हाहाहाहा,1
हीरो,1
चैलेंज,1
ग्यारह,1
गेरुआ,1
महासम्मेलन,1
सच..,2
जानें,2
समझाएं,1
धमकाएगा,1
अनुमान,2
आसार,1
कया,1
नियम,1
जानिए,1
मालूम,3
दाऊद,1
ठिकाने,1
कराची,9
इस्लामाबाद,2
कत्ल,1
रोया,2
चुकाया,2
दिखाती,1
नाता,1
बटोरी,2
होंगेय,1
खूबियां,1
छे,1
रुलाया,1
चूके,2
आस,1
उम्मीद,1
बक्शा,1
लाइसेंस..,1
आर्ट्स,1
रहतीं,1
यू,3
उभरेंगी,1
तस्वीरें...,1
पीटता,2
एमसीडी,1
मिटेंगे,1
कमेटी,1
रास्ता,2
कोशिश,2
पहचान,1
सोचा,5
हटावाया,1
सको,1
रोकेगा,1
गणपति,2
गूंजी,1
गणेश,1
के.पी,1
बिठाया,1
उद्घाटन,1
खिंचवाईं,1
छीनेगी,1
लाती,1
फूटे,1
नकली,1
डूबेंगे,1
दूं,3
बेचो,1
सौंपे,2
चबाएगा,1
पहुंचेगा,3
चाहिये,1
कहेगी,2
है....,2
जिहाद,2
बताइए,1
बहाना,1
दागा,1
परिवार,1
बांधेंगे,1
आतंक,1
तिलिस्म,1
खुलेगा,2
उठीं,1
प्रकाश,1
चुनेगी,1
चिल्लाया,1
एक्ट्रेस,1
लगाये,1
संभाली,5
के.एम,2
जन,1
लाइनर,1
मिलाएं,3
भरेगी,2
वृद्धि,2
हिंदुत्व,1
बोलेगी,2
बिछायेंगे,1
मामा,1
भारी...,1
मीटिंग,1
धमाके,1
गाए,1
थें,2
हुनर,1
तौलता,1
रोकेंगे,2
बनाओ,2
जाओगी,1
चाहे,1
खंगालेगी,1
बहाने,1
थी.,1
पाएगा..,1
बदलेगी..,1
वढू,1
जे.वी,1
उतरा,5
आईंगी,1
दखल,1
समझिए,1
लेक,1
एचिसन,1
नदी,1
खोले,3
करुंगी,1
घोटालेबाजी,2
लूटीं,1
मांगूंगी,2
दिखाइए,2
कराएगा,4
भागीं,1
संवेदनाएं,2
माफ,1
संभाले,1
नीतीश,1
टूटा,1
देगें,1
लक्ष्य,1
दागीं,1
मरेंगे,1
चेतावनी,1
करुं,1
बढाओ,1
