ending,frequency
सकी,28
दिखा,13
सुनाऐ,1
मुलाकात,5
मुश्किल,2
स्वतंत्रता,1
नाम,6
जुटी,3
घोष,1
शुक्रिया,7
धन्यवाद,4
कीं,10
यादें,1
जरूरी,4
ढूंढेंगे,1
पाए,44
खेला,9
निकले,25
करेंगी,60
बनाया,46
मचाया,5
कराए,7
सकती,44
करोगी,2
पाएंगे,61
स्टोरेज,1
एस,13
किए,127
पायें,1
जायेंगे,6
गये,15
नदारद,2
होता,48
होती,26
पहुंचती,1
सैलरी,1
से,26
रोकें,2
गिराया,31
करेगे,1
कसा,6
देंगी,23
काटेंगे,1
बनाएंगी,3
सीखेंगे,3
प्रो,11
निभाई,11
राजतिलक,1
आईं,51
पाएगी,15
जुटाए,4
को,16
लगता,6
टी.एस,1
कबीरपंथी,1
बनवाए,2
आते,5
बताई,36
डाले,14
बच्चे,2
थें,3
उठा,14
बैठा,3
पाई,39
पाया,34
दिखेंगे,19
सिद्दीकी,2
आजमी,1
चुना,18
गाएंगीं,1
दागी,2
राज..,1
पातीं..,1
पाती,3
लें,74
छिपाएं,1
रहिए,4
रखें,40
पाते,9
बचें,11
फूटेगा,1
रखेगी,4
घसीटा,2
अतिरिक्त,1
लेगा,17
पाएगा,17
दूर,1
खीचेंगे,1
बनी,15
में,61
आती,12
दिखता,4
क्या..,4
रहेगा,107
लगाएं,26
लगेंगे,8
डलवाएं,1
जलाएं,4
लिखें,3
जे.बी,1
मुबारकबाद,1
बनाई,23
देखी,9
फिल्म,3
कभी,3
पहनें,3
सकतीं,5
कीजिए,11
पर्सन,1
जाओ,4
कम,3
चाहते,15
खास,13
रखते,3
एस.एस,3
दें..,1
शूटिंग,1
लीजिए,20
करवाई,14
बने,47
आएं,7
जोर,1
पहचान,2
सुनाई,19
अंश..,4
अंश,4
सीखी,3
देते,10
करना,16
किमी,4
हैं।,1
खान,9
लिखेंगे,3
सुना,7
एस.ए,1
दिखे,27
फेंका,5
उठाएं,3
बनाए,17
गिरा,4
भेजा,14
दिखाया,22
पहुंचाया,17
चाहता,15
दे,22
भारत,1
रहें,33
लाएगा,2
बैठीं,1
जीतीं,4
संभाला,8
बनीं,8
वी,10
एन,9
ओ,8
दिलाई,7
हवा..,1
इलाज,1
खबर,1
वारदात,2
बिछाया,2
दबोचा,8
लगाए,34
पहनाई,1
लपेटा,1
साथ,16
..,11
है...,3
था..,3
सरप्राइज,1
ठहरी,1
निकली,19
फूंका,2
ठहराया,11
खटखटाया,2
करूं,6
नजर..,2
सौंपेंगे,6
आहे,1
पाहिजे,1
मिलता,7
मो,13
मारे,4
अलग,5
हटाया,3
समझे,3
देखें,12
बताएं,7
लगवाओ,1
मारा,25
जुलाई,1
चाहती,7
अंजाम,1
चलेगा,27
बांधा,4
खिलादे,1
हंसाया,4
सुनाए,3
खरीदा,3
होगा..,2
रखना,4
रहूंगा,1
रहूँगा,1
चेतावनी,2
जानें,3
मुलाकात..,1
बनेंगे,16
देखूंगी,1
देखोगी,1
बनती,4
हूँ,6
चाहूंगी,8
करूंगी,6
जीते,13
पता,7
मैं,2
लाएंगे,4
जानते,4
सुरक्षा,1
चुहिया,2
दूंगा,10
भागेगा,1
अनुमान,3
आसार,2
पानी,3
पी,42
पी.के,1
ई,4
ओ.एन.वी,1
ने,10
...,5
आएंगी,74
देता,8
पीयें,1
सकेगी,19
रहेगी,45
खुला,5
अंदर,3
क्यूट,1
कहलायेगा,1
ट्रांजिट,2
कहेगा,3
पहुंचेंगे,11
उतरेगा,2
कहीं,9
कमाए,10
मुख्यालय,1
कौआ,1
लगाई,24
खरीदी,2
पार,1
सकेंगी,6
चली,24
जीतेंगे,6
उतरेंगे,5
करो,11
रखेगा,5
भइया,1
जय,2
लगवाये,1
मातरम,1
खोया,3
समझा,5
दिलाए,2
लोग,3
देखेंगे,10
होगें,6
पाता,12
ने..,1
खोलेंगे,1
सौंपेगी,3
बीता,1
टक्कर,3
उलटफेर,2
सका,32
ए,19
एम,1
पाठक,3
बतायेंगे,2
रखेंगे,14
पेंशन,1
खेर,1
हुईं,39
कल,1
बदला,5
फेंके,4
डाला,62
कहानी,4
बिताया,8
पहचानिए,3
लहराई,2
सुनाएगा,4
बनाएंगे,11
सीखा,3
सवाल..,1
भुलाकर..,2
चाहेंगे,9
खेलेंगे,2
सुधरेगा,1
जिओगे,2
करोगो,1
पार्टनर,1
कहेंगे,3
प्यार,3
लगीं,13
दिलाया,7
लेगी,13
बरसे,1
उठाएंगे,5
पहुंचीं,15
बटोरीं,1
पातीं,3
चलती,1
जल्द,1
लूंगा,6
बा..,1
मिलाए,1
गयी,16
पिलाया,1
मिलाया,2
करवाएगी,1
प्रा.लि,1
निकाली,11
लिखा,10
लगेगी,12
उतरी,4
गाया,3
बातें,6
चाहें,1
लो..,2
किए..,2
रखे,5
आएगा,52
फायदे,3
पाएंगे..,3
फायदे..,2
आदि,6
कुमार,4
बैठेंगे,2
करूंगा,24
बेची,1
करवाए,3
कोसा,1
रोको,1
मर्द,1
करतीं,4
समझेंगे,1
स्टेज,1
स्किन,1
छीनेगी,2
लो,5
गिरी,10
गुजरी,4
निकालो,1
बनना,2
बहुत,1
यूं,1
घाट,1
गई.,2
होते,20
निकलीं,3
भागी,3
दीजिए,21
धोएंगे,1
लगें,5
डिसूजा,1
रखूंगी,1
जानता,5
मीडिया,2
क्यों,11
बताएगा,3
ली..,2
सिक्योरिटी,1
बताएंगे,9
वजह,5
दिखें,2
सरकार,4
चटकाए,1
कोहली,1
आर,12
बनाएगी,15
कराएंगे,7
मौका,3
बडी..,1
हैं..,21
चाहूंगा,3
दो,15
अंबानी,1
फीचर्स..,1
तस्वीरें,1
चलाएंगे,5
बचे,3
मीन,1
बिना,1
राजनीति,2
रणनीति,2
कूटनीति,2
दंडनीति,2
ब्रह्मास्त्र,2
अंधेरा,1
जाएंगें,1
के.सी,4
एच.डी,1
दल,1
रोएगा,1
श्रीसंत,3
टिप्स..,4
लुक..,1
जाए..,1
पेंट्स,2
खान..,1
फैलाएगा,1
.,16
ले,16
महिलाएं,1
बस,3
चरित्र,1
प्रश्न,1
बना,9
मंगवाए,1
फैलाया,2
धरदबोचा,7
चाहेगा,6
मोदी,4
निकलेंगे,2
सींचा,1
पं,2
परखा,1
रहेंगी,20
लूटी,1
प,1
विचार..,2
बातें..,9
टी,4
देखा,22
दिखी,15
लाभ,1
जानें..,1
मिलेंगे..,1
घटी,6
रोए,1
यादव,1
बचेगा,4
भगाया,2
पी.पी,1
भूलें,6
बिल,1
खीचीं,1
बसे,1
बैठे,10
हटते,4
बैठेंगें,1
लगाते,3
नेतन्याहू,1
सुनाएगी,4
डालेगा,7
डालेंगे,3
जाते,14
उपकर,1
आर.सी,1
गिरावट,1
बदली,3
चेक,4
टूटी,1
रेंगी,2
विपक्ष,1
वाली,4
बोलेंगे,5
कहे,2
सुनी,15
जमाई,1
जिंटा,1
अछूती..,1
खोलेंगी..,1
रहतीं,2
वस्त्र,1
नेचर,1
चलवाईं,1
गैंगवार..,1
माना,8
जाती,10
गिनाया,1
गिनाईं,2
कराएगा,2
लौटे,8
निपटेंगे,1
सुनेंगे,1
गालियां,1
देखिए,11
सिस्टम..,1
बनाएं,4
कानून,2
गुनहगार,1
हैं...,3
सीएस,2
चलेंगी,2
उठेंगी,2
बचाईं,1
कराएगी,5
दिलाएंगे,6
दिखाए,7
घंटा,2
राजस्व,2
नवसंरचना,1
करती,5
रिजल्ट,1
बुलाएगा,1
उतरे,8
फूटा,2
छपेगी,1
कौन,10
दिखती,1
जाऊंगा,5
दूर..,1
किया..,1
साथ..,1
राय,1
कपूर,5
फरमाइए,1
नवाजा,1
लीं,2
खुलेगा,2
सौंपा,8
देना,5
आजमायी,2
हराया,10
कमाई,7
अमोस,2
निभाएंगे,9
एल.वी,1
उठाए,14
मनाएंगे,5
कहूंगी,2
चलाई,7
ह,1
तलवारें,1
फैलाना,1
महादेव,2
खबर..,3
न,5
आर.एन,1
लें..,2
खुली,1
कराएंगी,1
प्रधानमंत्री,3
ही,15
साहेब,1
सर,5
लिखा..,1
खिलाएं,1
जलायें,1
बनेगा,19
उठाएगी,7
जलभराव,1
कराची,10
खोली,3
लेते,5
होवरक्राफ्ट,1
दिखीं,10
बेचा,1
फेरे,1
लेंगीं,1
दिक्कत,1
डिटेल,1
लिस्ट,1
मामले,1
करेंगे..,1
बिताएंगे,2
जानेंगे,1
जले,1
अंदाज,4
सलाम,4
बात,6
नाते,1
उठे,6
करवाया,12
एस.एच.ओ,2
लाली,1
बाद,3
भरा,4
खुलेगी,2
देती,4
गयीं,1
ये..,2
खेलेगी,1
इतिमारपु,1
कौर,2
येंदाला,1
निशाना,1
पिलाई,3
बहेगा,2
चलेगी,9
टकराई,1
मांगते,2
मिला..,1
बुरी,1
बताऊंगा,3
इजहार,1
हनीमून,1
सी,3
बी,3
हटाएगी,1
मजबूत,1
दांत,1
है.,10
मांगे,3
रेलवे,2
कैसे,6
रखिए,1
इटारसी,1
हड्डी,1
दूं,2
रखूं,1
बताएगी,2
पूछा,14
आर.के,2
आवाजाही,1
आएंगे..,1
समझता,1
निकालें,2
चलाएगा,3
लगाएंगे,6
खुलवाएंगे,1
शुक्ला,4
जुटेहैं,1
सरकारें,1
उठेंगे,1
डांटे,1
सब,2
बोलना,1
बताइए,2
जेपी,1
बोलेगा,1
पहुंचाए,3
भुनाया,1
पीएम,8
वो,2
वार,1
भावनाएं,1
वहीं,1
उछाला,1
स्टाइल,1
जला,1
हारी,2
सिंह,9
निभाया,3
समझते,1
लाए,3
ये,4
मेरी,1
नही,3
बीच,2
घायल,1
टटोली,1
झुकाया,1
बोलूंगा,1
बचाया,5
हटावाया,2
ठानी,4
बैठाया,2
चौ,1
ठग्स.,2
दिखेंगी,8
जान...,2
ठग,1
मानेंगे,2
लुक,5
चलाया,5
भांजी,1
बेचो,2
आपका,1
बिका,1
थे..,1
कैफ,2
फंसे,1
आपने,3
झलकी,1
उसमें,2
फूल,1
भेजे,4
हीरोइन,1
मारी,8
डालिए,3
गलत,3
पीना,1
पहना,3
उतारेगी,4
बंधाया,1
अलापेंगे,1
जारी,1
पाजी,1
साहब,2
बंद,3
दिन,3
पहुंचाना,2
ना,4
तैयारी,1
लेंगी,9
बैठी,1
आसिम,1
हुए..,1
जाएगे,1
बचाई,2
पीटा,20
रहता,5
एम.बी,1
रणबीर,1
विजेता,1
फौज,1
दागे,5
वसूली,1
निकालेगी,3
मुंबई,1
आंदोलन,4
शब्द,1
पात,1
देखती,1
दिखाते,1
भरोसा,1
उभरेंगे,1
जानकारी,2
शुभकामनाएं,4
किये,2
कहलाए,2
हत्या,2
गाना..,1
दिखेगी,5
घूमेगी,2
हार,2
काटूंगा,1
देखेगा,2
पहुंचाएंगे,3
अगस्त,1
किला,1
उतारा,4
लाया,1
खारिज,1
युद्ध,1
सोचिए,2
आप..,1
चलेंगे,6
रुको..,1
पिटी,1
हटो,1
खाइए,1
ध्यान..,2
ट्रेकिंग,1
पीएं,1
देखकर,1
बचाएगा,1
स्टेशन,1
मंगवाएंगे,1
सुविधा,1
लगेंगी,2
स्ट्राइक,2
तरफ,2
रुकेंगे,2
मां,1
दोहराई,4
पहनी,1
बुरा,1
बचाएगी,3
मुसलमान,2
गुंडागर्दी,1
वोट,5
निभाऊंगा,1
कनेक्शन,2
पहुँचे,1
बहनों,1
तौबा,1
देखो,2
हम,2
सुनिए,1
हमें,1
पाएंगी,5
कुर्सियां,2
पापा,1
दिखाएं,6
सावधान,1
सुनोगे...,2
नटखट,1
कबूली,2
कहानी...,2
सीएम,1
गुजरात,1
कैद,3
जन्मदिन,1
वजह..,3
बिकेगी,3
गैंगरेप,1
पाईं,6
कराये,1
आर.पी,3
घुसे,1
भरेंगे,3
सस्ती,1
ओर,3
विपक्षी,1
शिलान्यास,1
सम्मान,1
जिम्मा,1
खत्म,2
जायेगा,11
भरवाएगी,1
बताए,6
हैैं,2
रची,8
भागीदारी,1
गयाहै,1
दिखाऊं,1
तभी,1
तिवारी,1
देखे,4
चलना,2
यूएसए,1
सुनीं,1
फेंकना,1
बदलेगी,2
चले,3
सुन,1
डन,1
आप,3
कराएं,5
भिजवाया,3
पूजा..,1
खाएं,2
मानेगी,1
दोहराया,5
भूले,1
बोल..,1
समय,1
वजूद,1
पाक,1
बिरयानी,1
बंद..,1
रहा..,1
आये,3
निपटे,1
लगाएगी,3
अनिवार्य,1
रचाई,3
चलाईं,3
लौटाएगा,1
फोन,1
मनाएगा,3
खेलूंगा,1
महत्व,1
क्यों..,1
बताऊंगी,1
चाहतीं,5
घूरा,1
सौंपी,6
उठाएगा,1
खास..,1
लागू..,1
सोचें,3
बनाइए,2
जनाब,1
चलाइए,1
समस्या,1
गए..,1
स्ट्रेस,1
सोचते,3
सुलझती,1
रहकर,1
जमीन,2
अवंतिका,1
देखेगी,2
व्यक्तित्व,1
जीत,1
रहना,3
डालें,5
सहेजें,1
में..,7
व्रत,2
चुनी,2
भिंडर,1
ऐ.के,1
जाइए,4
छुआ,3
फंसाया,1
धुना,1
सराहा,2
बनते,1
जुटाई,2
थकेंगे,1
असर..,1
पोती,2
खिलाएगी,1
उठता,4
चयन,1
वहां,2
दौरान,3
पुकारा,1
मसाले..,1
मजबूती..,1
काम,7
काम..,1
अभिव्यक्ति,1
विस्तार,1
कहते,2
रुकवाया,1
ड्रेस,2
बनेंगी,6
समर्थक,3
फूंका..,1
गुटबाजी,1
समझना,1
खबरें,6
जे,6
खल्लास,1
जाएगा..,1
रात,1
बनाना,2
ड्रामा,1
डिगा,1
दूसरी,2
सौंपेंगी,1
अपुष्ट,1
हंसता,1
ईयर,1
खतरा,2
धमकी,1
उलझना,1
जिताएगी,1
खींचे,2
लगवाई,1
हिंद..,1
महाभारत,1
जानेगा,1
लेकर..,1
खात्मा,1
मिल,1
डर,3
संभालो,1
करता..,1
हो..,2
पहुंचें,2
नमक,1
फेल,1
प्रहरी,1
विक्रमादित्य,1
होगी.,1
करार,1
बदले,6
निकालेंगे,1
फंसाए,2
राम,2
झिझक,1
थरे,1
पहुंचेगी,4
मंजूरी,1
जीडीपी,1
फहराया,2
लायेगी,1
खुलवाएं,1
आपकी,1
खोलेगी,1
बचता,1
नसबंदी,1
और,2
भागे,1
भागना,1
द,1
उन्होंने..,1
दिखाएगा,2
लाएगी,5
मान्यता..,1
वीडियो,3
गर्व,1
दिशा,1
प्रोजेक्ट,1
विभाग,1
मुख्यमंत्री,1
बचत,1
शो..,1
श्रद्धांजलि,1
भेजी,2
लिखूंगा,1
तो,2
सोचे,1
वजहें..,1
दरार,1
बनायेंगे,1
रखूंगा,1
रखता,1
कमाया,3
करें..,4
ब्रोज,2
समझाया,5
गुजरेगा,2
मिलियन,1
खुलासा,1
पहुंचाई,5
स्वीकारी,1
भूलीं,1
खेली,6
खेले,3
बुलाई,3
सुनेगी,1
लहराया,2
पूछे,4
लपका,1
मैरिज,1
लिखी,2
बुलाएंगे,1
असर,3
पहुंचा..,1
इंडेक्स,1
जाये,5
उभरी,2
इशिता..,1
आरोपी,2
शुल्क,1
मांगें,2
घेरा,4
हटाएं,1
आएंगीं,1
छापी,1
लौटेंगे,2
पायी,2
कल्लूरी,1
एस.आर.पी,3
दुश्मन,2
रे,3
लगाएगा,1
लहराए,2
सिखाया,1
मुबारक,3
रखिएगा,3
आश्चर्य,1
झिझकते,1
रचीं,1
शोर..,1
शोर,1
कम..,1
पानी..,1
दिलाएगा,1
दर्द,3
चलीं,2
आतंकी,3
निपटेगी,1
निकलेगा,3
चाहिएं,1
जिये,1
बेबी,2
कमिश्नर...,1
खुश,1
लिखेगी,2
खोलीं,1
थिरके,2
जिम्मेदार..,1
पहुंचाएगा,2
बचेंगे,3
जानी,1
परोसा,2
धमका,3
सजी,1
डी,1
पैसा,1
एन.वी,1
सकूं,3
नागपंचमी..,1
देरी,1
पाकिस्तान,1
रवाना,1
संदेश,1
शुरू,3
आदेश,2
बी.के,1
आसान,1
खेमका,1
रुकी,2
हां,2
वर्ष,1
हटेंगे,2
पहुंचता,1
चलाए,2
काटे,3
झटके,2
जमाया,4
देश,1
बालन,2
बटोरना,1
लेता,2
बुलाऊंगा,1
छात्र,2
आपको,1
गिफ्ट,1
होम,1
निकलतीं,1
पीछे,2
दयाल,2
चिरंतन,1
ठहरते,1
कहलाया,2
मस्तान,1
कविताएं,1
थी..,4
लिमिटेड,1
यूनिट,1
लि,2
बहन..,1
निभाएंगी,2
ठाकरे,1
अपनाया,1
एम.जी,1
बांटे,1
ई.के,1
जाऊं,2
अपना,1
भागा,4
घाघरा,1
सूझा,2
सजा,1
समझी,1
देखते,1
बदलेंगी,1
बताकर,1
वी.एन,1
ए.पी.जे,1
फुटेज,1
भारतम,1
करोगे,1
बनाऊंगा,2
अहम,1
छोडूंगा,1
खोले..,1
सोचता,1
बोलिए,1
खबरें..,1
काजोल,1
उपाय,3
भागेगी,1
मचाएगा,1
ढाएगा,1
अधिकार,1
उठाई,7
वाले,3
जनवरी,1
सौदागर,1
घूमो,1
प्लाईवाले,1
भागेंगे,1
बेचीं,1
दुकान,1
हिट,1
खेलते,1
रुके,3
होऊंगा,1
छपती,1
दिया..,1
इंटरव्यू,2
केजरीवाल,1
उम्मीदवार,2
कैमियो,1
झलक,1
बेस्ट,1
झुकाए,1
दूंगी,2
वाला,7
बनाउंगी,1
खेलूंगी,1
डालेंगी,1
मिलाएंगे,1
दिये,1
लौटाएंगे,1
तराशा,1
ए.के,7
हिस्सा,2
लालसा,1
छूटा,1
घूमता,1
जागेंगे,1
दोस्ती,1
खुले,1
पांडे,1
सच्चाई,1
टपकते,1
मारो,2
ई.एल,3
काटा,3
अंग्रेजीदां,1
साल,3
सफर,2
डी.एच,1
हा,1
बधाई,6
सीट,3
बी.एड,2
बांटें,1
प्लीज..,2
बुलाऊं,2
बुलाओ,2
मी,3
गुजरा,2
नजर,2
राशिफल,1
एल,1
शाह,1
यार,1
वरुण,1
ट्वीट,2
चांस,1
थमाया,1
सफलता,1
यश,1
सोएं,2
रिलीज,2
होइएगा,1
खैर..,1
बनता,1
गिरेगा,1
कदम..,1
कार्ड,2
लूंगी,1
बगदादी,1
कुछ,2
घेरेगी,1
किताब,2
लौटेगी,2
पहनाया,1
कैजुअल,2
सूट,1
जोगिन्दर,1
बिल्कुल,2
उगाओ,1
खाता,1
मारेगा,2
पूरी,1
उठी,6
होत,1
जायेंगी,2
जाएंगे.,1
कांग्रेस,1
जागरुकता,1
टेका,1
बालकृष्णन,1
काबिलियत,1
नायर,1
होतीं,2
लगती,4
डालें.,1
जायें,2
डी.पी,1
बोलो,2
तो.,1
पाएं,7
सा.रे.गा.म.पा,1
धोखा,1
रुपये,3
के.जी,1
रोल,2
लाएं,2
शूटिंग..,1
गरीब,1
पकती,1
दीजिये,1
समाचार,2
हराना,1
मंगल..,1
खुराना,1
मिटाएंगे,1
चाहा,1
छुटकारा,1
भरी,5
मानता,3
डूबा,1
लीटर,1
मस्ती,1
खेती,1
करवाएं,3
तरीके,2
संभालेंगे,6
हुआ..,1
हाल,1
माधव,1
नमस्कार....,1
झुकना,1
तोहफा,1
डरूंगा,1
निभाए,2
बचाएंगे,1
उठाओ,2
साजिश,1
भेजेगा,1
भेजते,2
राज,4
पुराना,2
मिलेंगी,4
तवज्जो,1
पार्टियां,1
रोकी,3
केकेआर,1
आर.पी.एन,1
जोनस,1
इसलिए..,1
आग,1
छुट्टी,2
छात्रा,1
गांव,1
दरिया,1
खौफ,1
फैली,1
जगाए,1
तरीके..,1
कर,2
जुटे,1
किलोमीटर,1
निवेश,1
बी.आर,2
का..,1
बोलते,2
दिलाएं,1
आजमाएंगे,1
डालेगी,2
बचाएं,1
टिकी,1
करके,1
जंग,1
बेहतर,1
कमीशन,1
करवाएगा,3
खुर्शीद,1
लटकाएगा,1
जेल,1
अपील,1
इलमी,1
बार,1
होइए,1
सेकुलर,1
करेगें,1
वी.डी,1
बी.एम,1
एल.सी,1
वेदांत,2
बाटूं,1
बनाओगी,1
बर्थडे,1
अजान,1
शर्मनाक,1
माने,2
टोका,1
शो,1
लूं,1
सुनाएंगे,1
सुनाईए,1
उठें,1
मांगेगी,2
घृणित,1
बाहुबली,1
संसार,1
किस्से,1
हटती,1
जौहर,1
एन्ट्री,1
सिखाएंगी,1
उछालें,1
हंस,1
बंधती,1
मानसिक,1
रहती,1
जाएंगीं,1
यहां..,1
चाहेंगी,4
पूछी,1
भेजें,4
थीं..,1
वसूला,1
सकीं,1
मौका..,1
रहनुमा,1
जाय,1
मंगवाया,1
एक्सरसाइज..,1
लगेगा..,1
साधे,1
कैसा,1
जरूरत,1
पहुंचाएं,1
कटौती,1
उठाये,1
परेशान,1
रघु,1
ठाकोर,1
निभाएगी,1
आर.के.एस,1
पाऊंगी,2
बांटी,2
खुलीं,1
एच.एन,2
मनाएं,2
नहीं..,2
जाना,3
सुनें,2
आना,1
भाभी,1
टंडन,1
कहानी..,2
बैठेंगी,1
बटाओ,1
फूड,1
शैतान,1
वहशी,1
बीजेपी,2
मंत्री,2
उनको,1
बजाया,1
मिलवाया,3
अत्रे,1
सीखें,2
स्वीकारा,1
के.वी,6
सी.पी,1
कलामसेरी,1
ए.एन,1
हर्बल,1
रखीं,3
बंदरबांट,1
करिए,4
करिये,1
चाटा,1
बरतें,1
दिखाएंगे,2
योगदान,1
हटी,1
गंवाई,1
शुरुआत,1
अभिनंदन,1
दोआब,2
सलाह,1
चलते,1
जलाएंगे,1
गिनाएंगे,1
कटुता,2
कहलाएंगे,1
घूमेंगे,1
खाई,1
नेंगरू,1
सुलझी,1
दबाव,1
साधन,2
गणेश..,1
खुलेंगे,1
आर.एस,1
फटकारा,1
गली,1
हाथ,1
रुकेगी,2
हूं..,2
उतारे,1
जांचा,1
मिलेगा..,2
लगाओ,1
प्रदूषण,1
हनीप्रीत,1
शुन,1
आजादी,1
माणिक्य,1
शहंशाह,1
ढींगरा,1
निपटाएंगी,1
पिटीशन,1
बचा,1
सोचती,1
सीखना,1
बनाईं,1
राणा,1
टास्क,1
रुपये..,2
प्लेसमेंट,1
वजीफा..,1
पादुकोण,1
पहुंचेंगी,1
गोल्ड,1
बजट,3
सवाल,1
जानिए..,1
थमा,1
सौरभ,1
आरसी,1
रूपाणी,1
सौपेंगी,1
ट्वीट..,1
लिंगरी,1
मानी,4
लेना,1
लिये,2
चुप,1
बोलें,2
हिदायत,1
सफलता..,1
सीक्रेट्स..,1
शांत,1
बजी,1
डी.बी,1
अध्याय,1
जरिए,1
उतरेगी,1
निपटें,1
देकर,1
पहचाने,1
पाएंगीं,1
पटेल,1
टिरिपानो,1
घुसता,1
नेता,2
सदुपयोग..,1
पाना,1
मिनट,1
वसूलती,2
नाम.,1
सुधारा,1
गोद,1
गाना.,1
सामने,1
समझें,2
लगाना,1
मिलना,2
एकाउंट,1
मिसेज,1
मत,1
दीपिका,1
कपल,1
इंकार..,1
लूट,1
चोरी,2
नाकामी,1
लेख,2
उधर,1
यूनाइटेड,1
खली,1
सेलिब्रेशन,1
हाथी,3
सीबीएसई,1
डिटेल..,1
गाज,1
जलाया,1
भरेगा,3
कंघी,1
रास्ते,1
चिन्ह,1
उतरें,1
जामुन,1
जगह,1
बाहर,1
घोषणा,1
कयास,1
बोहरा,1
जादू,1
फैलेगी,2
जिम्मेदार,1
रहे.,1
करने,1
बुलाने,1
जाना..,1
अंग्रेजी,1
होगे,1
पैर,1
रहस्यमयी,1
दावे,1
जगाया,1
सबको,1
काटूंगी,1
शादी,1
होली,2
रूकी,1
लेकिन..,1
दिलवाएगा,1
बैंक,1
जहालत,1
आबादी,1
करवाएंगे,1
ते,1
त,1
चाहए,1
बनवाएंगे,1
गिनाएगी,1
पायरेसी,1
उम्मीदें..,1
समझेगा,1
पूछा..,1
सुनते,1
रैप,2
तो..,2
मैंने,2
बैग.,1
कहलाउंगी,1
पकाया,1
पाती..,1
उबालें,1
पहुचेंगे,1
हु,1
गाएंगे,2
तरीका,1
रहूंगी,3
आओगे,1
थैंक्यू,1
गगई,1
आऊंगा,1
जिएंगे,1
फीस,1
जताएं,1
देखता,2
थामा,1
बिखेरें,1
पहुंचते,1
उतारी,1
मछुआरे,1
सकता..,1
खिला,2
पिएं,2
थकेगा,1
थकाइए,1
देतीं,2
हंगे,1
आकृति..,1
मरौदा,1
पैम्फलेट,1
खाया,1
खाईं,1
सट्टा,1
बुलवाया,1
तक,2
घर,2
रूबी,1
पंगा,2
रिव्यू,1
रखेंगी,1
पहुंचाइए,1
मारीं,1
जवाब,3
जी.ए,1
चेहरा,1
निकलें,2
हटाएंगी,1
पाकिस्तान..,1
हेलो,1
मिलने,1
चलो,1
रोई,1
पहनाएगा,1
पहनिए,1
विश्वास,1
भेजेगी,1
खरीदेगा,1
रिश्तेदार,1
होना,2
डोभाल,1
संभालेगा,2
सुने,1
नारे,1
घोषित,1
नोबेल..,1
सीन,1
कर्मचारी,1
रुकती,2
लायें,1
जायेगी,1
बनवाया,1
रूकेंगे,1
चुनाव,1
बठेगा..,1
फायदा,4
भला,1
रिझाएंगे,1
बैठेगी,2
बनें,2
सच,1
युक्त,1
दुरूह,1
परोसती,1
डालीं,2
पी.आर,1
मानेगा,1
उभरे,1
बांधी,2
हर,1
सूची,1
प्रज्ञा,1
खिलाफ,1
चांस..,1
जाएंगे..,1
मायूसी,1
फजल,1
आरोप,4
गवाह,1
लहराएं,1
मानो,2
कहूं,1
बिजली,1
रखो,2
रचाएंगे,2
बनाता,1
झेली,2
डायरी,1
बची,1
जाइए.,1
कहलायेंगे,1
जाइये,1
जतायी,1
कहता,1
अब,1
मिलें,1
लेगें,1
सम्भाली,1
हटवाएं,1
हटाइए,1
कारण..,1
